IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
158.101.142.103,2082,2082,false,NRT,Asia Pacific,Tokyo,55,0.00
151.145.65.203,2053,2053,true,NRT,Asia Pacific,Tokyo,82,0.00
146.56.132.2,80,0,false,NRT,Asia Pacific,Tokyo,123,0.00
158.179.191.14,2053,2053,true,NRT,Asia Pacific,Tokyo,149,0.00
138.2.76.91,2053,2053,true,SIN,Asia Pacific,Singapore,85,0.00
141.147.168.13,8880,8880,false,NRT,Asia Pacific,Tokyo,113,0.00
151.145.68.166,2053,2053,true,NRT,Asia Pacific,Tokyo,61,0.00
138.2.92.11,2083,2083,true,SIN,Asia Pacific,Singapore,81,0.00
155.248.166.39,2083,2083,true,NRT,Asia Pacific,Tokyo,161,0.00
140.238.34.208,2096,2096,true,NRT,Asia Pacific,Tokyo,64,0.00
158.179.206.143,80,80,false,OSL,Europe,Oslo,290,0.00
132.145.121.123,2095,2095,false,NRT,Asia Pacific,Tokyo,55,0.00
131.186.47.255,8880,8880,false,NRT,Asia Pacific,Tokyo,139,0.00
140.83.37.223,2053,443,true,NRT,Asia Pacific,Tokyo,60,0.00
158.101.93.200,2053,0,true,NRT,Asia Pacific,Tokyo,56,0.00
150.230.252.145,80,0,false,ICN,Asia Pacific,Seoul,104,0.00
138.2.31.68,2082,2082,false,HKG,Asia Pacific,Hong Kong,166,0.00
131.186.37.69,8080,8080,false,NRT,Asia Pacific,Tokyo,180,0.00
141.147.179.64,2082,2082,false,NRT,Asia Pacific,Tokyo,140,0.00
150.230.205.56,2052,2052,false,NRT,Asia Pacific,Tokyo,84,0.00
168.138.184.64,2087,2087,true,SIN,Asia Pacific,Singapore,164,0.00
140.238.48.97,2096,2096,true,NRT,Asia Pacific,Tokyo,63,0.00
151.145.64.170,8880,8880,false,NRT,Asia Pacific,Tokyo,151,0.00
141.147.189.242,8080,8080,false,NRT,Asia Pacific,Tokyo,57,0.00
158.179.188.7,80,80,false,NRT,Asia Pacific,Tokyo,158,0.00
151.145.66.219,8880,8880,false,NRT,Asia Pacific,Tokyo,70,0.00
155.248.192.45,80,0,false,SJC,North America,San Jose,272,0.00
151.145.71.40,2096,2096,true,NRT,Asia Pacific,Tokyo,138,0.00
140.238.59.255,2082,2082,false,NRT,Asia Pacific,Tokyo,122,0.00
131.186.34.11,2052,2052,false,NRT,Asia Pacific,Tokyo,68,0.00
151.145.75.28,2086,2086,false,NRT,Asia Pacific,Tokyo,132,0.00
131.186.43.107,2095,2095,false,NRT,Asia Pacific,Tokyo,151,0.00
140.238.59.255,2053,2053,true,NRT,Asia Pacific,Tokyo,63,0.00
158.179.188.175,80,80,false,NRT,Asia Pacific,Tokyo,87,0.00
158.179.190.253,2053,2053,true,NRT,Asia Pacific,Tokyo,112,0.00
158.178.157.218,443,443,true,FRA,Europe,Frankfurt,218,0.00
158.101.150.74,2086,2086,false,NRT,Asia Pacific,Tokyo,116,0.00
158.178.246.169,2083,2083,true,SIN,Asia Pacific,Singapore,187,0.00
141.147.160.86,2087,2087,true,NRT,Asia Pacific,Tokyo,149,0.00
151.145.69.174,8880,8880,false,NRT,Asia Pacific,Tokyo,69,0.00
151.145.69.174,8080,8080,false,NRT,Asia Pacific,Tokyo,173,0.00
132.145.123.159,8880,8880,false,NRT,Asia Pacific,Tokyo,152,0.00
131.186.59.94,2083,2083,true,NRT,Asia Pacific,Tokyo,77,0.00
158.179.182.19,2053,2053,true,NRT,Asia Pacific,Tokyo,166,0.00
141.147.30.128,443,443,true,FRA,Europe,Frankfurt,201,0.00
158.101.140.154,2082,2082,false,NRT,Asia Pacific,Tokyo,56,0.00
140.238.48.97,2086,2086,false,NRT,Asia Pacific,Tokyo,76,0.00
132.145.123.14,8443,8443,true,NRT,Asia Pacific,Tokyo,67,0.00
132.145.117.33,80,0,false,NRT,Asia Pacific,Tokyo,139,0.00
168.138.196.164,2095,2095,false,HKG,Asia Pacific,Hong Kong,135,0.00
141.147.109.143,443,443,true,FRA,Europe,Frankfurt,353,0.00
141.147.61.116,2053,443,true,FRA,Europe,Frankfurt,190,0.00
129.146.23.172,80,0,false,LAX,North America,Los Angeles,313,0.00
132.145.121.125,8443,8443,true,NRT,Asia Pacific,Tokyo,61,0.00
151.145.69.105,8080,8080,false,HKG,Asia Pacific,Hong Kong,181,0.00
158.101.202.123,443,443,true,FRA,Europe,Frankfurt,307,0.00
131.186.37.191,2096,2096,true,NRT,Asia Pacific,Tokyo,72,0.00
141.147.169.195,8080,8080,false,NRT,Asia Pacific,Tokyo,137,0.00
131.186.59.94,2086,2086,false,NRT,Asia Pacific,Tokyo,166,0.00
158.179.190.253,8443,8443,true,NRT,Asia Pacific,Tokyo,64,0.00
158.179.186.234,8443,8443,true,NRT,Asia Pacific,Tokyo,57,0.00
132.145.114.250,2087,2087,true,NRT,Asia Pacific,Tokyo,58,0.00
138.2.122.191,443,0,true,ICN,Asia Pacific,Seoul,83,0.00
131.186.36.248,2083,2083,true,NRT,Asia Pacific,Tokyo,77,0.00
141.147.168.159,2087,2087,true,NRT,Asia Pacific,Tokyo,163,0.00
140.238.48.97,2053,2053,true,NRT,Asia Pacific,Tokyo,365,0.00
150.230.131.104,443,0,true,HYD,Asia Pacific,Hyderabad,265,0.00
141.147.168.13,2086,2086,false,NRT,Asia Pacific,Tokyo,365,0.00
150.230.217.29,2095,0,false,NRT,Asia Pacific,Tokyo,55,0.00
131.186.60.162,2052,2052,false,NRT,Asia Pacific,Tokyo,63,0.00
155.248.165.169,2086,2086,false,NRT,Asia Pacific,Tokyo,160,0.00
150.230.213.65,2096,0,true,NRT,Asia Pacific,Tokyo,165,0.00
158.178.242.5,2053,2053,true,SIN,Asia Pacific,Singapore,84,0.00
138.2.9.66,8880,8880,false,NRT,Asia Pacific,Tokyo,144,0.00
131.186.44.38,2052,2052,false,NRT,Asia Pacific,Tokyo,156,0.00
141.147.174.7,2052,2052,false,NRT,Asia Pacific,Tokyo,62,0.00
141.147.16.152,8443,443,true,FRA,Europe,Frankfurt,287,0.00
141.147.178.135,80,80,false,HKG,Asia Pacific,Hong Kong,114,0.00
158.179.176.239,80,80,false,NRT,Asia Pacific,Tokyo,135,0.00
151.145.68.166,8443,8443,true,NRT,Asia Pacific,Tokyo,73,0.00
131.186.35.189,2082,2082,false,NRT,Asia Pacific,Tokyo,165,0.00
138.2.7.72,2083,2083,true,NRT,Asia Pacific,Tokyo,65,0.00
140.238.61.78,2096,2096,true,NRT,Asia Pacific,Tokyo,165,0.00
131.186.63.184,8443,8443,true,NRT,Asia Pacific,Tokyo,128,0.00
158.179.184.144,2082,0,false,NRT,Asia Pacific,Tokyo,154,0.00
131.186.35.189,2096,2096,true,NRT,Asia Pacific,Tokyo,65,0.00
138.2.120.207,80,0,false,ICN,Asia Pacific,Seoul,73,0.00
138.2.10.88,8443,443,true,NRT,Asia Pacific,Tokyo,148,0.00
150.230.118.153,443,443,true,FRA,Europe,Frankfurt,302,0.00
141.147.178.135,2052,2052,false,HKG,Asia Pacific,Hong Kong,121,0.00
140.238.8.243,8080,0,false,ICN,Asia Pacific,Seoul,168,0.00
158.179.183.2,8443,8443,true,NRT,Asia Pacific,Tokyo,80,0.00
158.101.140.154,2086,2086,false,NRT,Asia Pacific,Tokyo,159,0.00
